DAQch	View	Vchannel	FEMB	FEMBch	ASIC	ASICch	gain	error
1066	0	299	9	53	4	5	23.333	0.258
1067	2	381	9	52	4	4	24.377	0.248
1068	2	380	9	51	4	3	24.409	0.248
1069	0	297	9	50	4	2	22.626	0.257
1070	2	377	9	49	4	1	23.588	0.239
1071	2	376	9	48	4	0	21.844	0.216
1072	0	296	9	31	2	15	23.501	0.260
1073	2	378	9	30	2	14	24.739	0.263
1074	2	379	9	29	2	13	24.580	0.255
1075	0	298	9	28	2	12	24.709	0.280
1076	2	382	9	27	2	11	24.973	0.258
1077	2	383	9	26	2	10	24.793	0.248
1078	2	385	9	25	2	9	24.382	0.257
1079	2	386	9	24	2	8	24.571	0.250
1080	0	305	9	63	4	15	23.524	0.260
1081	2	395	9	62	4	14	24.961	0.297
1082	2	394	9	61	4	13	26.114	0.279
1083	2	392	9	60	4	12	26.099	0.277
1084	2	391	9	59	4	11	24.456	0.254
1085	0	302	9	58	4	10	25.148	0.279
1086	2	388	9	57	4	9	24.812	0.242
1087	2	387	9	56	4	8	24.449	0.246
1088	2	432	9	71	5	7	24.725	0.251
1089	2	433	9	70	5	6	24.788	0.259
1090	0	322	9	69	5	5	23.437	0.186
1091	2	436	9	68	5	4	24.036	0.240
1092	2	437	9	67	5	3	23.987	0.241
1093	2	439	9	66	5	2	23.341	0.223
1094	2	440	9	65	5	1	23.216	0.242
1095	0	325	9	64	5	0	21.905	0.156
1096	2	430	9	103	7	7	24.943	0.243
1097	2	428	9	102	7	6	24.129	0.234
1098	2	427	9	101	7	5	23.640	0.232
1099	0	318	9	100	7	4	24.097	0.212
1100	2	424	9	99	7	3	23.792	0.233
1101	2	423	9	98	7	2	24.163	0.246
1102	0	316	9	97	7	1	22.330	0.171
1103	2	420	9	96	7	0	22.064	0.222
1104	2	421	9	79	5	15	25.429	0.271
1105	2	422	9	78	5	14	24.263	0.229
1106	0	317	9	77	5	13	24.310	0.217
1107	2	425	9	76	5	12	25.077	0.243
1108	2	426	9	75	5	11	26.410	0.271
1109	0	319	9	74	5	10	24.234	0.204
1110	2	429	9	73	5	9	23.916	0.234
1111	0	320	9	72	5	8	24.611	0.209
1112	2	441	9	111	7	15	24.239	0.241
1113	0	324	9	110	7	14	23.022	0.184
1114	2	438	9	109	7	13	25.094	0.249
1115	0	323	9	108	7	12	23.368	0.186
1116	2	435	9	107	7	11	25.352	0.248
1117	2	434	9	106	7	10	24.351	0.245
1118	0	321	9	105	7	9	24.455	0.195
1119	2	431	9	104	7	8	24.870	0.245
1120	2	454	9	87	6	7	23.605	0.230
1121	2	455	9	86	6	6	22.829	0.217
1122	2	457	9	85	6	5	23.908	0.233
1123	2	458	9	84	6	4	22.521	0.227
1124	0	333	9	83	6	3	23.525	0.176
1125	2	461	9	82	6	2	23.454	0.235
1126	2	462	9	81	6	1	22.216	0.227
1127	0	335	9	80	6	0	21.359	0.137
1128	2	452	9	119	8	7	23.791	0.235
1129	0	329	9	118	8	6	23.534	0.155
1130	2	449	9	117	8	5	25.481	0.259
1131	2	448	9	116	8	4	24.139	0.239
1132	2	446	9	115	8	3	24.004	0.237
1133	2	445	9	114	8	2	23.822	0.238
1134	0	326	9	113	8	1	23.691	0.177
1135	2	442	9	112	8	0	22.246	0.206
1136	2	443	9	95	6	15	24.082	0.232
1137	2	444	9	94	6	14	24.756	0.241
1138	0	327	9	93	6	13	24.713	0.163
1139	2	447	9	92	6	12	24.073	0.235
1140	0	328	9	91	6	11	24.076	0.170
1141	2	450	9	90	6	10	24.127	0.235
1142	2	451	9	89	6	9	24.464	0.238
1143	0	330	9	88	6	8	23.447	0.158
1144	2	463	9	127	8	15	23.401	0.283
1145	0	334	9	126	8	14	23.042	0.150
1146	2	460	9	125	8	13	23.148	0.232
1147	2	459	9	124	8	12	25.171	0.256
1148	0	332	9	123	8	11	23.466	0.167
1149	2	456	9	122	8	10	23.940	0.238
1150	0	331	9	121	8	9	23.362	0.175
1151	2	453	9	120	8	8	23.549	0.236
1152	0	351	10	7	1	7	22.429	0.067
1153	2	499	10	6	1	6	23.139	0.158
1154	0	352	10	5	1	5	21.990	0.056
1155	2	502	10	4	1	4	23.334	0.132
1156	2	503	10	3	1	3	23.769	0.141
1157	0	354	10	2	1	2	22.561	0.056
1158	2	506	10	1	1	1	21.530	0.122
1159	2	507	10	0	1	0	21.716	0.137
1160	0	350	10	39	3	7	23.653	0.066
1161	2	494	10	38	3	6	24.337	0.149
1162	2	493	10	37	3	5	25.486	0.159
1163	0	348	10	36	3	4	23.990	0.089
1164	2	490	10	35	3	3	24.400	0.159
1165	0	347	10	34	3	2	24.100	0.073
1166	2	487	10	33	3	1	23.709	0.155
1167	2	486	10	32	3	0	20.879	0.160
1168	0	346	10	15	1	15	23.199	0.077
1169	2	488	10	14	1	14	22.551	0.153
1170	2	489	10	13	1	13	22.219	0.150
1171	2	491	10	12	1	12	22.823	0.162
1172	2	492	10	11	1	11	23.653	0.156
1173	0	349	10	10	1	10	23.712	0.070
1174	2	495	10	9	1	9	22.998	0.154
1175	2	496	10	8	1	8	23.457	0.156
1176	0	355	10	47	3	15	24.178	0.071
1177	2	505	10	46	3	14	23.401	0.137
1178	2	504	10	45	3	13	25.110	0.160
1179	0	353	10	44	3	12	25.094	0.068
1180	2	501	10	43	3	11	24.800	0.152
1181	2	500	10	42	3	10	24.180	0.139
1182	2	498	10	41	3	9	25.253	0.154
1183	2	497	10	40	3	8	24.595	0.151
1184	0	341	10	23	2	7	24.466	0.099
1185	2	477	10	22	2	6	23.435	0.158
1186	2	478	10	21	2	5	24.137	0.142
1187	0	343	10	20	2	4	23.742	0.088
1188	2	481	10	19	2	3	22.775	0.143
1189	0	344	10	18	2	2	23.358	0.079
1190	2	484	10	17	2	1	23.072	0.146
1191	2	485	10	16	2	0	22.092	0.174
1192	0	340	10	55	4	7	23.094	0.085
1193	2	472	10	54	4	6	23.241	0.145
1194	0	339	10	53	4	5	24.289	0.095
1195	2	469	10	52	4	4	22.137	0.137
1196	2	468	10	51	4	3	23.643	0.146
1197	0	337	10	50	4	2	23.847	0.109
1198	2	465	10	49	4	1	22.829	0.137
1199	2	464	10	48	4	0	21.217	0.049
1200	0	336	10	31	2	15	24.181	0.083
1201	2	466	10	30	2	14	25.202	0.155
1202	2	467	10	29	2	13	25.593	0.166
1203	0	338	10	28	2	12	24.993	0.101
1204	2	470	10	27	2	11	25.210	0.157
1205	2	471	10	26	2	10	24.966	0.154
1206	2	473	10	25	2	9	24.321	0.166
1207	2	474	10	24	2	8	23.841	0.162
1208	0	345	10	63	4	15	22.532	0.077
1209	2	483	10	62	4	14	23.182	0.147
1210	2	482	10	61	4	13	23.337	0.144
1211	2	480	10	60	4	12	22.932	0.152
1212	2	479	10	59	4	11	23.833	0.152
1213	0	342	10	58	4	10	23.539	0.093
1214	2	476	10	57	4	9	24.033	0.146
1215	2	475	10	56	4	8	23.020	0.136
1216	2	520	10	71	5	7	24.549	0.143
1217	2	521	10	70	5	6	24.621	0.145
1218	0	362	10	69	5	5	23.375	0.046
1219	2	524	10	68	5	4	23.774	0.125
1220	2	525	10	67	5	3	24.011	0.123
1221	2	527	10	66	5	2	23.686	0.124
1222	2	528	10	65	5	1	23.075	0.117
1223	0	365	10	64	5	0	22.810	0.038
1224	2	518	10	103	7	7	22.643	0.133
1225	2	516	10	102	7	6	22.727	0.138
1226	2	515	10	101	7	5	21.999	0.139
1227	0	358	10	100	7	4	22.825	0.059
1228	2	512	10	99	7	3	23.753	0.134
1229	2	511	10	98	7	2	22.449	0.130
1230	0	356	10	97	7	1	21.884	0.061
1231	2	508	10	96	7	0	21.769	0.137
1232	2	509	10	79	5	15	23.891	0.130
1233	2	510	10	78	5	14	24.446	0.133
1234	0	357	10	77	5	13	24.912	0.060
1235	2	513	10	76	5	12	25.301	0.137
1236	2	514	10	75	5	11	24.317	0.138
1237	0	359	10	74	5	10	25.449	0.058
1238	2	517	10	73	5	9	23.370	0.129
1239	0	360	10	72	5	8	24.588	0.052
1240	2	529	10	111	7	15	22.430	0.137
1241	0	364	10	110	7	14	22.673	0.042
1242	2	526	10	109	7	13	21.945	0.139
1243	0	363	10	108	7	12	21.643	0.041
1244	2	523	10	107	7	11	21.464	0.129
1245	2	522	10	106	7	10	21.979	0.141
1246	0	361	10	105	7	9	23.185	0.051
1247	2	519	10	104	7	8	22.986	0.125
1248	2	542	10	87	6	7	23.232	0.128
1249	2	543	10	86	6	6	22.824	0.132
1250	2	545	10	85	6	5	23.123	0.127
1251	2	546	10	84	6	4	22.892	0.123
1252	0	373	10	83	6	3	22.228	0.020
1253	2	549	10	82	6	2	22.134	0.131
1254	2	550	10	81	6	1	21.787	0.131
1255	2	552	10	80	6	0	21.083	0.140
1256	2	540	10	119	8	7	23.613	0.134
1257	0	369	10	118	8	6	23.294	0.035
1258	2	537	10	117	8	5	23.122	0.122
1259	2	536	10	116	8	4	24.214	0.137
1260	2	534	10	115	8	3	23.437	0.136
1261	2	533	10	114	8	2	22.817	0.119
1262	0	366	10	113	8	1	22.459	0.035
1263	2	530	10	112	8	0	21.045	0.133
1264	2	531	10	95	6	15	22.780	0.138
1265	2	532	10	94	6	14	24.821	0.135
1266	0	367	10	93	6	13	24.982	0.050
1267	2	535	10	92	6	12	23.611	0.132
1268	0	368	10	91	6	11	24.116	0.032
1269	2	538	10	90	6	10	23.752	0.122
1270	2	539	10	89	6	9	23.681	0.124
1271	0	370	10	88	6	8	23.223	0.025
1272	2	551	10	127	8	15	23.705	0.152
1273	0	374	10	126	8	14	23.487	0.036
1274	2	548	10	125	8	13	24.865	0.152
1275	2	547	10	124	8	12	24.389	0.140
1276	0	372	10	123	8	11	23.695	0.023
1277	2	544	10	122	8	10	24.256	0.133
1278	0	371	10	121	8	9	23.366	0.027
1279	2	541	10	120	8	8	23.148	0.129
1280	1	622	11	7	1	7	24.271	0.142
1281	1	620	11	6	1	6	22.938	0.136
1282	1	618	11	5	1	5	22.912	0.146
1283	1	616	11	4	1	4	22.426	0.136
1284	1	614	11	3	1	3	22.935	0.143
1285	1	612	11	2	1	2	24.250	0.163
1286	1	610	11	1	1	1	23.764	0.135
1287	1	608	11	0	1	0	21.241	0.120
1288	1	625	11	39	3	7	23.417	0.148
1289	1	627	11	38	3	6	24.480	0.158
1290	1	629	11	37	3	5	25.219	0.148
1291	1	631	11	36	3	4	24.718	0.142
1292	1	633	11	35	3	3	22.875	0.130
1293	1	635	11	34	3	2	24.751	0.150
1294	1	637	11	33	3	1	23.821	0.152
1295	1	639	11	32	3	0	23.389	0.248
1296	1	638	11	15	1	15	24.805	0.182
1297	1	636	11	14	1	14	23.846	0.161
1298	1	634	11	13	1	13	25.233	0.147
1299	1	632	11	12	1	12	24.517	0.145
1300	1	630	11	11	1	11	25.528	0.144
1301	1	628	11	10	1	10	24.755	0.136
1302	1	626	11	9	1	9	22.260	0.130
1303	1	624	11	8	1	8	23.178	0.132
1304	1	609	11	47	3	15	23.349	0.132
1305	1	611	11	46	3	14	24.336	0.151
1306	1	613	11	45	3	13	24.664	0.144
1307	1	615	11	44	3	12	24.401	0.152
1308	1	617	11	43	3	11	25.081	0.154
1309	1	619	11	42	3	10	24.862	0.156
1310	1	621	11	41	3	9	24.621	0.153
1311	1	623	11	40	3	8	24.813	0.149
1312	2	569	11	23	2	7	23.187	0.144
1313	0	383	11	22	2	6	22.900	-1.000
1314	2	570	11	21	2	5	22.696	0.151
1315	2	571	11	20	2	4	23.529	0.156
1316	2	572	11	19	2	3	23.533	0.157
1317	2	573	11	18	2	2	20.916	0.145
1318	2	574	11	17	2	1	20.780	0.146
1319	2	575	11	16	2	0	21.617	0.207
1320	2	558	11	55	4	7	24.451	0.174
1321	0	378	11	54	4	6	22.900	-1.000
1322	2	559	11	53	4	5	25.148	0.170
1323	2	560	11	52	4	4	25.669	0.174
1324	0	379	11	51	4	3	22.900	-1.000
1325	2	561	11	50	4	2	25.392	0.158
1326	2	562	11	49	4	1	23.161	0.161
1327	2	563	11	48	4	0	23.771	0.180
1328	0	380	11	31	2	15	22.900	-1.000
1329	2	564	11	30	2	14	24.047	0.202
1330	2	565	11	29	2	13	22.900	-1.000
1331	0	381	11	28	2	12	22.900	-1.000
1332	2	566	11	27	2	11	24.227	0.210
1333	2	567	11	26	2	10	24.716	0.159
1334	0	382	11	25	2	9	22.900	-1.000
1335	2	568	11	24	2	8	22.431	0.152
1336	0	375	11	63	4	15	24.292	0.032
1337	2	553	11	62	4	14	24.330	0.165
1338	2	554	11	61	4	13	24.995	0.162
1339	0	376	11	60	4	12	25.254	0.026
1340	2	555	11	59	4	11	26.531	0.185
1341	2	556	11	58	4	10	24.721	0.173
1342	0	377	11	57	4	9	25.139	0.025
1343	2	557	11	56	4	8	24.186	0.157
1344	1	590	11	71	5	7	22.056	0.117
1345	1	588	11	70	5	6	22.358	0.126
1346	1	586	11	69	5	5	22.444	0.125
1347	1	584	11	68	5	4	21.828	0.120
1348	1	582	11	67	5	3	22.684	0.125
1349	1	580	11	66	5	2	20.185	0.111
1350	1	578	11	65	5	1	21.646	0.123
1351	1	576	11	64	5	0	19.637	0.041
1352	1	593	11	103	7	7	22.135	0.124
1353	1	595	11	102	7	6	22.877	0.122
1354	1	597	11	101	7	5	23.044	0.136
1355	1	599	11	100	7	4	22.508	0.125
1356	1	601	11	99	7	3	22.918	0.133
1357	1	603	11	98	7	2	21.577	0.120
1358	1	605	11	97	7	1	21.826	0.119
1359	1	607	11	96	7	0	21.533	0.128
1360	1	606	11	79	5	15	24.048	0.134
1361	1	604	11	78	5	14	24.993	0.141
1362	1	602	11	77	5	13	24.438	0.136
1363	1	600	11	76	5	12	24.276	0.141
1364	1	598	11	75	5	11	21.304	0.158
1365	1	596	11	74	5	10	23.754	0.125
1366	1	594	11	73	5	9	22.233	0.124
1367	1	592	11	72	5	8	22.510	0.129
1368	1	577	11	111	7	15	21.490	0.111
1369	1	579	11	110	7	14	22.051	0.109
1370	1	581	11	109	7	13	21.728	0.119
1371	1	583	11	108	7	12	22.896	0.131
1372	1	585	11	107	7	11	21.940	0.125
1373	1	587	11	106	7	10	23.207	0.119
1374	1	589	11	105	7	9	21.802	0.112
1375	1	591	11	104	7	8	22.443	0.124
1376	3	32	11	96	7	0	22.900	-1.000
1377	3	33	11	97	7	1	22.900	-1.000
1378	3	34	11	98	7	2	22.900	-1.000
1379	3	35	11	99	7	3	22.900	-1.000
1380	3	36	11	100	7	4	22.900	-1.000
1381	3	37	11	101	7	5	22.900	-1.000
1382	3	38	11	102	7	6	22.900	-1.000
1383	3	39	11	103	7	7	22.900	-1.000
1384	3	40	11	104	7	8	22.900	-1.000
1385	3	41	11	105	7	9	22.900	-1.000
1386	3	42	11	106	7	10	22.900	-1.000
1387	3	43	11	107	7	11	22.900	-1.000
1388	3	44	11	108	7	12	22.900	-1.000
1389	3	45	11	109	7	13	22.900	-1.000
1390	3	46	11	110	7	14	22.900	-1.000
1391	3	47	11	111	7	15	22.900	-1.000
1392	3	48	11	112	8	0	22.900	-1.000
1393	3	49	11	113	8	1	22.900	-1.000
1394	3	50	11	114	8	2	22.900	-1.000
1395	3	51	11	115	8	3	22.900	-1.000
1396	3	52	11	116	8	4	22.900	-1.000
1397	3	53	11	117	8	5	22.900	-1.000
1398	3	54	11	118	8	6	22.900	-1.000
1399	3	55	11	119	8	7	22.900	-1.000
1400	3	56	11	120	8	8	22.900	-1.000
1401	3	57	11	121	8	9	22.900	-1.000
1402	3	58	11	122	8	10	22.900	-1.000
1403	3	59	11	123	8	11	22.900	-1.000
1404	3	60	11	124	8	12	22.900	-1.000
1405	3	61	11	125	8	13	22.900	-1.000
1406	3	62	11	126	8	14	22.900	-1.000
1407	3	63	11	127	8	15	22.900	-1.000
1408	1	526	12	7	1	7	22.847	0.122
1409	1	524	12	6	1	6	22.777	0.109
1410	1	522	12	5	1	5	22.748	0.116
1411	1	520	12	4	1	4	22.754	0.120
1412	1	518	12	3	1	3	23.066	0.112
1413	1	516	12	2	1	2	23.480	0.117
1414	1	514	12	1	1	1	22.126	0.107
1415	1	512	12	0	1	0	21.113	0.099
1416	1	529	12	39	3	7	23.435	0.117
1417	1	531	12	38	3	6	22.383	0.121
1418	1	533	12	37	3	5	23.813	0.129
1419	1	535	12	36	3	4	23.815	0.146
1420	1	537	12	35	3	3	23.020	0.124
1421	1	539	12	34	3	2	23.261	0.126
1422	1	541	12	33	3	1	22.003	0.108
1423	1	543	12	32	3	0	22.109	0.105
1424	1	542	12	15	1	15	21.337	0.110
1425	1	540	12	14	1	14	23.200	0.086
1426	1	538	12	13	1	13	23.771	0.128
1427	1	536	12	12	1	12	21.712	0.058
1428	1	534	12	11	1	11	22.877	0.130
1429	1	532	12	10	1	10	22.325	0.118
1430	1	530	12	9	1	9	23.360	0.117
1431	1	528	12	8	1	8	22.515	0.127
1432	1	513	12	47	3	15	21.279	0.127
1433	1	515	12	46	3	14	23.026	0.116
1434	1	517	12	45	3	13	22.256	0.133
1435	1	519	12	44	3	12	22.721	0.101
1436	1	521	12	43	3	11	23.047	0.112
1437	1	523	12	42	3	10	22.438	0.116
1438	1	525	12	41	3	9	23.536	0.098
1439	1	527	12	40	3	8	23.218	0.110
1440	1	558	12	23	2	7	22.562	0.108
1441	1	556	12	22	2	6	22.445	0.103
1442	1	554	12	21	2	5	23.061	0.113
1443	1	552	12	20	2	4	23.647	0.110
1444	1	550	12	19	2	3	22.825	0.099
1445	1	548	12	18	2	2	22.403	0.095
1446	1	546	12	17	2	1	21.329	0.110
1447	1	544	12	16	2	0	21.468	0.116
1448	1	561	12	55	4	7	22.633	0.113
1449	1	563	12	54	4	6	23.179	0.114
1450	1	565	12	53	4	5	24.112	0.121
1451	1	567	12	52	4	4	23.644	0.116
1452	1	569	12	51	4	3	23.540	0.107
1453	1	571	12	50	4	2	22.075	0.118
1454	1	573	12	49	4	1	23.556	0.100
1455	1	575	12	48	4	0	20.647	0.117
1456	1	574	12	31	2	15	23.458	0.103
1457	1	572	12	30	2	14	24.183	0.103
1458	1	570	12	29	2	13	24.964	0.111
1459	1	568	12	28	2	12	23.537	0.108
1460	1	566	12	27	2	11	23.531	0.110
1461	1	564	12	26	2	10	24.447	0.113
1462	1	562	12	25	2	9	22.351	0.106
1463	1	560	12	24	2	8	23.246	0.095
1464	1	545	12	63	4	15	20.887	0.098
1465	1	547	12	62	4	14	22.712	0.128
1466	1	549	12	61	4	13	23.403	0.105
1467	1	551	12	60	4	12	22.241	0.102
1468	1	553	12	59	4	11	22.377	0.118
1469	1	555	12	58	4	10	23.622	0.114
1470	1	557	12	57	4	9	22.926	0.109
1471	1	559	12	56	4	8	21.432	0.105
1472	1	494	12	71	5	7	23.941	0.109
1473	1	492	12	70	5	6	22.548	0.116
1474	1	490	12	69	5	5	22.755	0.127
1475	1	488	12	68	5	4	22.373	0.127
1476	1	486	12	67	5	3	22.622	0.131
1477	1	484	12	66	5	2	20.840	0.121
1478	1	482	12	65	5	1	21.947	0.118
1479	1	480	12	64	5	0	21.424	0.122
1480	1	497	12	103	7	7	21.749	0.120
1481	1	499	12	102	7	6	23.796	0.127
1482	1	501	12	101	7	5	24.029	0.144
1483	1	503	12	100	7	4	23.930	0.136
1484	1	505	12	99	7	3	23.979	0.129
1485	1	507	12	98	7	2	24.480	0.119
1486	1	509	12	97	7	1	23.385	0.116
1487	1	511	12	96	7	0	22.077	0.112
1488	1	510	12	79	5	15	23.050	0.115
1489	1	508	12	78	5	14	23.932	0.139
1490	1	506	12	77	5	13	23.700	0.107
1491	1	504	12	76	5	12	23.822	0.142
1492	1	502	12	75	5	11	24.541	0.124
1493	1	500	12	74	5	10	24.520	0.153
1494	1	498	12	73	5	9	24.073	0.118
1495	1	496	12	72	5	8	23.938	0.143
1496	1	481	12	111	7	15	23.465	0.109
1497	1	483	12	110	7	14	23.132	0.125
1498	1	485	12	109	7	13	23.183	0.113
1499	1	487	12	108	7	12	23.357	0.123
1500	1	489	12	107	7	11	23.007	0.123
1501	1	491	12	106	7	10	23.516	0.120
1502	1	493	12	105	7	9	24.170	0.126
1503	1	495	12	104	7	8	24.268	0.122
1504	1	462	12	87	6	7	22.412	0.130
1505	1	460	12	86	6	6	23.965	0.137
1506	1	458	12	85	6	5	23.709	0.130
1507	1	456	12	84	6	4	24.141	0.133
1508	1	454	12	83	6	3	23.004	0.146
1509	1	452	12	82	6	2	23.415	0.131
1510	1	450	12	81	6	1	21.666	0.118
1511	1	448	12	80	6	0	21.494	0.093
1512	1	465	12	119	8	7	22.457	0.115
1513	1	467	12	118	8	6	23.269	0.122
1514	1	469	12	117	8	5	23.572	0.133
1515	1	471	12	116	8	4	23.921	0.129
1516	1	473	12	115	8	3	23.679	0.139
1517	1	475	12	114	8	2	23.512	0.127
1518	1	477	12	113	8	1	23.101	0.126
1519	1	479	12	112	8	0	22.189	0.137
1520	1	478	12	95	6	15	24.065	0.133
1521	1	476	12	94	6	14	22.956	0.136
1522	1	474	12	93	6	13	24.283	0.154
1523	1	472	12	92	6	12	25.048	0.162
1524	1	470	12	91	6	11	24.373	0.144
1525	1	468	12	90	6	10	24.513	0.138
1526	1	466	12	89	6	9	23.299	0.124
1527	1	464	12	88	6	8	23.553	0.136
1528	1	449	12	127	8	15	23.429	0.134
1529	1	451	12	126	8	14	24.101	0.128
1530	1	453	12	125	8	13	23.592	0.139
1531	1	455	12	124	8	12	23.917	0.102
1532	1	457	12	123	8	11	22.433	0.129
1533	1	459	12	122	8	10	24.571	0.128
1534	1	461	12	121	8	9	23.348	0.128
1535	1	463	12	120	8	8	22.619	0.126
1536	1	398	13	7	1	7	24.624	0.144
1537	1	396	13	6	1	6	24.537	0.135
1538	1	394	13	5	1	5	24.324	0.158
1539	1	392	13	4	1	4	23.416	0.151
1540	1	390	13	3	1	3	24.182	0.169
1541	1	388	13	2	1	2	23.879	0.137
1542	1	386	13	1	1	1	23.686	0.171
1543	1	384	13	0	1	0	22.887	0.135
1544	1	401	13	39	3	7	23.131	0.147
1545	1	403	13	38	3	6	24.498	0.138
1546	1	405	13	37	3	5	24.647	0.159
1547	1	407	13	36	3	4	24.318	0.152
1548	1	409	13	35	3	3	24.864	0.151
1549	1	411	13	34	3	2	23.571	0.153
1550	1	413	13	33	3	1	23.985	0.148
1551	1	415	13	32	3	0	23.960	0.143
1552	1	414	13	15	1	15	24.830	0.133
1553	1	412	13	14	1	14	25.912	0.134
1554	1	410	13	13	1	13	26.355	0.143
1555	1	408	13	12	1	12	24.458	0.134
1556	1	406	13	11	1	11	24.959	0.166
1557	1	404	13	10	1	10	24.677	0.153
1558	1	402	13	9	1	9	24.297	0.157
1559	1	400	13	8	1	8	24.171	0.166
1560	1	385	13	47	3	15	24.097	0.160
1561	1	387	13	46	3	14	25.021	0.152
1562	1	389	13	45	3	13	24.530	0.162
1563	1	391	13	44	3	12	26.035	0.155
1564	1	393	13	43	3	11	25.273	0.151
1565	1	395	13	42	3	10	24.456	0.147
1566	1	397	13	41	3	9	24.766	0.166
1567	1	399	13	40	3	8	23.238	0.141
1568	1	430	13	23	2	7	24.454	0.168
1569	1	428	13	22	2	6	23.143	0.152
1570	1	426	13	21	2	5	23.559	0.149
1571	1	424	13	20	2	4	22.845	0.137
1572	1	422	13	19	2	3	24.081	0.138
1573	1	420	13	18	2	2	22.853	0.141
1574	1	418	13	17	2	1	23.256	0.143
1575	1	416	13	16	2	0	23.059	0.133
1576	1	433	13	55	4	7	22.895	0.107
1577	1	435	13	54	4	6	22.023	0.139
1578	1	437	13	53	4	5	22.357	0.141
1579	1	439	13	52	4	4	23.207	0.128
1580	1	441	13	51	4	3	23.083	0.154
1581	1	443	13	50	4	2	22.629	0.141
1582	1	445	13	49	4	1	22.990	0.127
1583	1	447	13	48	4	0	21.360	0.156
1584	1	446	13	31	2	15	23.916	0.163
1585	1	444	13	30	2	14	24.232	0.149
1586	1	442	13	29	2	13	23.955	0.163
1587	1	440	13	28	2	12	25.678	0.152
1588	1	438	13	27	2	11	25.049	0.143
1589	1	436	13	26	2	10	25.169	0.121
1590	1	434	13	25	2	9	23.805	0.157
1591	1	432	13	24	2	8	22.610	0.154
1592	1	417	13	63	4	15	21.719	0.163
1593	1	419	13	62	4	14	20.789	0.148
1594	1	421	13	61	4	13	21.691	0.126
1595	1	423	13	60	4	12	22.250	0.133
1596	1	425	13	59	4	11	22.283	0.125
1597	1	427	13	58	4	10	22.789	0.122
1598	1	429	13	57	4	9	21.274	0.121
1599	1	431	13	56	4	8	22.189	0.114
1600	1	366	13	71	5	7	23.453	0.123
1601	1	364	13	70	5	6	22.494	0.165
1602	1	362	13	69	5	5	23.283	0.122
1603	1	360	13	68	5	4	23.064	0.149
1604	1	358	13	67	5	3	22.572	0.156
1605	1	356	13	66	5	2	23.499	0.131
1606	1	354	13	65	5	1	22.234	0.142
1607	1	352	13	64	5	0	22.148	0.137
1608	1	369	13	103	7	7	23.300	0.135
1609	1	371	13	102	7	6	23.815	0.108
1610	1	373	13	101	7	5	23.141	0.152
1611	1	375	13	100	7	4	24.619	0.128
1612	1	377	13	99	7	3	23.532	0.116
1613	1	379	13	98	7	2	23.768	0.147
1614	1	381	13	97	7	1	23.383	0.154
1615	1	383	13	96	7	0	21.896	0.136
1616	1	382	13	79	5	15	23.744	0.147
1617	1	380	13	78	5	14	24.990	0.143
1618	1	378	13	77	5	13	24.484	0.138
1619	1	376	13	76	5	12	24.455	0.137
1620	1	374	13	75	5	11	24.449	0.108
1621	1	372	13	74	5	10	25.394	0.154
1622	1	370	13	73	5	9	23.415	0.124
1623	1	368	13	72	5	8	23.739	0.119
1624	1	353	13	111	7	15	23.533	0.108
1625	1	355	13	110	7	14	23.685	0.134
1626	1	357	13	109	7	13	24.227	0.143
1627	1	359	13	108	7	12	24.465	0.138
1628	1	361	13	107	7	11	24.644	0.136
1629	1	363	13	106	7	10	23.691	0.134
1630	1	365	13	105	7	9	24.601	0.145
1631	1	367	13	104	7	8	22.638	0.139
1632	1	334	13	87	6	7	23.040	0.142
1633	1	332	13	86	6	6	22.613	0.136
1634	1	330	13	85	6	5	23.125	0.152
1635	1	328	13	84	6	4	22.655	0.144
